1st flr sf,2nd flr sf,3ssn porch,bedroom abvgr,bsmt cond,bsmt exposure,bsmt full bath,bsmt half bath,bsmt qual,bsmt unf sf,bsmtfin sf 1,bsmtfin sf 2,bsmtfin type 1,bsmtfin type 2,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fence,fireplace qu,fireplaces,full bath,functional,garage area,garage cars,garage cond,garage finish,garage qual,garage yr blt,gr liv area,half bath,heating qc,id,kitchen abvgr,kitchen qual,land slope,lot area,lot frontage,lot shape,low qual fin sf,ms subclass,mas vnr area,misc val,mo sold,open porch sf,overall cond,overall qual,pid,paved drive,pool area,pool qc,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,yr sold,conditions,exteriors,alley_0,alley_1,alley_2,bldg type_1fam,bldg type_2fmcon,bldg type_duplex,bldg type_twnhs,bldg type_twnhse,foundation_brktil,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,garage type_2types,garage type_attchd,garage type_basment,garage type_builtin,garage type_carport,garage type_detchd,garage type_na,heating_gasa,heating_gasw,heating_grav,heating_othw,heating_wall,house style_1.5fin,house style_1.5unf,house style_1story,house style_2.5fin,house style_2.5unf,house style_2story,house style_sfoyer,house style_slvl,land contour_bnk,land contour_hls,land contour_low,land contour_lvl,lot config_corner,lot config_culdsac,lot config_fr2,lot config_fr3,lot config_inside,ms zoning_a (agr),ms zoning_c (all),ms zoning_fv,ms zoning_i (all),ms zoning_rh,ms zoning_rl,ms zoning_rm,mas vnr type_brkcmn,mas vnr type_brkface,mas vnr type_none,mas vnr type_stone,misc feature_elev,misc feature_gar2,misc feature_na,misc feature_othr,misc feature_shed,misc feature_tenc,neighborhood_blmngtn,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,roof matl_clytile,roof matl_compshg,roof matl_membran,roof matl_tar&grv,roof matl_wdshake,roof matl_wdshngl,roof style_flat,roof style_gable,roof style_gambrel,roof style_hip,roof style_mansard,roof style_shed,sale type_cod,sale type_cwd,sale type_con,sale type_conld,sale type_conli,sale type_conlw,sale type_new,sale type_oth,sale type_wd 
1253,0,0,2,3,1,1.0,0.0,3,520.0,733.0,0.0,4,1,1,1,1,5,176,3,3,7,10,2,2,1,1,8,352.0,1.0,3,2,3,1960.0,1253,1,3,1264,1,3,3,10920,83.24555160142349,3,0,20,212.0,0,5,213,5,6,535426260,2,0,0,157000,0,1,5,1253.0,4,0,1960,1960,2008,2,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
864,0,0,2,3,1,0.0,0.0,3,312.0,110.0,442.0,5,4,1,2,1,5,0,3,3,6,6,0,0,0,1,8,294.0,1.0,3,1,3,1962.0,864,0,4,1972,1,3,3,6600,60.0,4,0,20,0.0,0,12,0,5,5,535477180,2,0,0,125500,0,1,5,864.0,4,58,1962,1962,2007,3,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
728,728,0,3,3,3,1.0,0.0,4,80.0,648.0,0.0,6,1,1,1,1,5,0,3,4,9,9,0,4,1,2,8,410.0,2.0,3,3,3,2005.0,1456,1,5,1481,1,4,3,8199,63.0,4,0,60,0.0,0,10,18,5,7,907420080,2,0,0,189000,0,1,7,728.0,4,36,2005,2005,2008,2,18,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1217,0,0,3,3,3,1.0,0.0,4,577.0,611.0,0.0,6,1,1,1,1,5,0,3,3,10,11,4,0,0,2,8,497.0,2.0,3,1,3,1990.0,1217,0,5,954,1,4,3,9947,55.22857142857143,3,0,80,0.0,0,6,27,5,7,914476380,2,0,0,173000,0,1,6,1188.0,4,168,1990,1991,2009,2,21,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2151,495,0,3,3,3,1.0,2.0,4,228.0,1023.0,497.0,5,4,1,1,1,5,0,2,4,9,6,4,3,4,2,5,550.0,2.0,3,2,3,1974.0,2646,0,4,2499,1,4,3,14330,100.0,3,0,80,145.0,0,1,100,4,7,532476050,2,800,4,260000,0,1,9,1748.0,4,641,1974,1974,2006,2,15,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
866,902,0,3,3,3,0.0,0.0,4,846.0,20.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,0,0,2,8,578.0,2.0,3,2,3,2007.0,1768,1,5,824,1,4,3,10769,68.0,3,0,60,0.0,0,4,105,5,8,906380050,2,0,0,212000,0,1,7,866.0,4,144,2007,2007,2009,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
914,0,0,2,3,3,0.0,0.0,4,572.0,298.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,0,0,1,8,576.0,2.0,3,1,3,1998.0,914,0,5,2769,1,3,3,8846,57.0,3,0,85,0.0,0,7,0,5,5,907125020,2,0,0,148000,0,1,5,870.0,4,0,1996,1996,2006,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1131,644,0,3,3,1,0.0,0.0,3,533.0,0.0,0.0,1,1,1,1,1,5,0,3,3,10,11,0,0,0,2,8,480.0,2.0,3,1,3,1964.0,1775,0,3,123,1,3,3,10600,66.95277989337396,3,0,80,0.0,0,5,172,5,6,534403360,2,0,0,136300,0,1,8,533.0,4,0,1964,1964,2010,2,21,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1361,1259,0,4,3,1,0.0,0.0,4,652.0,498.0,211.0,6,3,1,0,0,5,145,3,3,11,12,0,3,1,2,8,600.0,2.0,3,2,3,1977.0,2620,2,5,1862,2,3,3,18890,66.95277989337396,3,0,90,1.0,8300,8,24,5,5,533352075,0,0,0,190000,0,1,12,1361.0,4,155,1977,1977,2007,0,23,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
830,797,0,4,3,1,0.0,0.0,2,797.0,0.0,0.0,1,1,0,1,1,4,60,2,3,7,10,0,0,0,2,8,420.0,2.0,1,1,2,1950.0,1627,0,3,1308,2,3,3,9142,69.0,4,0,190,0.0,0,2,0,5,5,902300110,0,0,0,139500,0,1,10,797.0,4,192,1900,2006,2008,2,17,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
660,660,0,3,3,1,0.0,0.0,4,660.0,0.0,0.0,1,1,1,0,1,5,0,3,4,13,14,0,0,0,2,8,400.0,2.0,3,3,3,2003.0,1320,1,5,1758,1,4,3,7750,66.95277989337396,4,0,60,0.0,0,8,48,5,7,528290060,2,0,0,162000,0,1,6,660.0,4,0,2003,2003,2007,1,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
772,351,0,3,3,1,0.0,0.0,3,732.0,0.0,0.0,1,1,1,1,1,5,140,3,3,3,2,3,0,0,1,8,264.0,1.0,3,1,3,1979.0,1123,0,4,2236,1,3,3,6060,50.0,4,0,50,0.0,0,6,0,5,4,910201110,1,0,0,100000,0,1,4,732.0,4,0,1939,1950,2007,2,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
874,0,0,3,3,1,1.0,0.0,3,423.0,441.0,0.0,5,1,1,1,1,5,0,3,3,11,12,0,0,0,1,8,288.0,1.0,3,2,3,1968.0,874,0,5,2912,1,3,3,10172,58.0,3,0,20,0.0,0,10,120,7,5,923225510,2,0,0,126500,0,1,5,864.0,4,0,1968,2003,2006,2,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1553,1177,0,4,3,3,1.0,0.0,3,0.0,28.0,1474.0,2,5,1,1,1,5,0,3,4,11,12,3,3,1,2,8,576.0,2.0,3,3,3,1987.0,2730,1,5,2093,1,4,3,10380,86.0,3,0,60,172.0,0,8,96,5,7,906201200,2,0,0,301000,0,1,8,1502.0,4,201,1986,1987,2007,2,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
905,881,0,3,3,1,1.0,0.0,4,176.0,648.0,0.0,6,1,1,1,1,5,0,4,3,13,14,0,0,0,2,8,684.0,2.0,3,2,3,1997.0,1786,1,5,2128,1,4,3,9337,69.0,3,0,60,0.0,0,5,162,5,6,907180040,2,0,0,204750,0,1,7,824.0,4,0,1997,1997,2007,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1040,0,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,NA,NA,0,1,1,3,0,3,3,12,5,0,0,0,2,8,420.0,2.0,3,1,3,1956.0,1040,0,2,679,2,3,3,7200,60.0,4,0,90,0.0,0,6,0,5,4,535451170,2,0,0,90000,0,1,6,0.0,4,0,1949,1950,2009,2,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1377,973,0,4,3,1,0.0,0.0,3,739.0,234.0,0.0,3,1,1,1,1,2,219,3,3,3,2,0,0,0,2,8,393.0,2.0,3,1,3,1930.0,2350,0,3,1313,2,3,3,9600,60.0,4,0,190,0.0,0,4,0,5,5,902304060,2,0,0,130000,0,1,10,973.0,4,0,1920,1960,2008,2,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
884,886,0,4,2,2,1.0,0.0,4,56.0,361.0,483.0,5,3,1,0,1,5,0,3,3,10,11,0,0,0,1,8,530.0,2.0,3,2,3,1968.0,1770,1,5,2534,1,3,3,8640,72.0,4,0,60,300.0,455,6,60,5,5,534201250,2,0,0,155000,270,1,7,900.0,4,0,1968,1968,2006,1,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1269,0,0,3,3,1,0.0,0.0,3,363.0,374.0,532.0,4,2,1,1,1,4,0,3,3,12,6,0,2,1,1,8,308.0,1.0,3,1,3,1964.0,1269,1,3,1273,1,3,3,7931,70.0,4,0,20,0.0,0,6,0,6,5,535453210,2,0,0,155000,0,1,6,1269.0,4,0,1960,1960,2008,2,18,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1039,0,0,3,3,2,1.0,0.0,3,198.0,841.0,0.0,4,1,1,1,1,5,0,3,3,11,11,0,0,0,1,8,504.0,2.0,3,1,3,1965.0,1039,1,5,219,1,3,3,11625,75.0,4,0,190,0.0,0,4,0,4,5,905102060,2,0,0,131500,0,1,6,1039.0,4,0,1965,1965,2010,2,22,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1520,0,0,3,3,3,1.0,0.0,3,350.0,674.0,132.0,4,2,1,1,1,5,189,3,3,3,2,0,4,2,1,8,364.0,1.0,3,2,3,1955.0,1520,0,5,133,1,3,3,9600,80.0,4,0,80,164.0,0,3,0,6,6,534476260,2,0,0,153000,0,1,7,1156.0,4,0,1955,1972,2010,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1704,0,0,3,3,1,1.0,0.0,5,486.0,1218.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,4,1,2,8,772.0,3.0,3,2,3,2008.0,1704,0,5,38,1,4,3,11478,98.0,4,0,20,200.0,0,5,50,5,8,528112020,2,0,0,306000,0,1,7,1704.0,4,0,2007,2008,2010,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1686,0,0,1,4,1,1.0,0.0,5,663.0,1023.0,0.0,6,1,1,1,1,5,0,3,4,7,10,0,4,1,2,8,899.0,3.0,3,3,3,2006.0,1686,0,5,2408,1,5,3,7740,61.0,4,0,20,518.0,0,6,100,5,9,528186100,2,0,0,332200,0,1,6,1686.0,4,266,2006,2006,2006,2,17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1646,0,0,3,3,3,1.0,0.0,4,125.0,1513.0,0.0,6,1,1,1,1,5,0,3,4,13,14,0,4,1,2,8,800.0,3.0,3,2,3,2008.0,1646,0,5,1575,1,4,3,9520,71.0,3,0,20,338.0,0,4,44,5,8,916382120,2,0,0,293077,0,1,7,1638.0,4,192,2007,2008,2008,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
914,0,0,2,3,1,0.0,0.0,3,600.0,314.0,0.0,5,1,1,1,1,5,0,4,3,7,10,2,0,0,1,8,270.0,1.0,3,1,2,1961.0,914,0,5,1671,1,3,3,17199,60.83673469387755,4,0,20,0.0,0,7,0,7,4,527425025,2,0,0,128000,0,1,4,914.0,4,140,1961,1961,2007,2,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1149,467,0,3,3,2,0.0,0.0,3,779.0,370.0,0.0,2,1,1,1,1,4,183,4,3,7,10,0,0,0,2,8,216.0,1.0,3,1,3,1926.0,1616,0,4,2000,1,4,3,5400,40.0,4,0,40,0.0,0,10,0,7,6,902401030,2,0,0,152000,0,1,5,1149.0,4,0,1926,2004,2007,2,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
720,472,0,4,3,1,0.0,0.0,3,720.0,0.0,0.0,1,1,0,1,1,4,0,3,3,3,2,0,0,0,1,8,0.0,0.0,0,0,0,NA,1192,1,3,2621,1,3,3,10800,60.0,4,0,50,0.0,0,12,0,4,4,535450180,2,0,0,135000,0,1,6,720.0,4,0,1949,1950,2006,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,1032,0,5,3,2,0.0,0.0,3,1008.0,0.0,0.0,1,1,1,1,1,5,0,3,3,6,6,0,0,0,2,8,205.0,1.0,3,1,2,1930.0,2210,0,3,1996,1,2,3,9900,90.0,4,0,70,0.0,0,5,48,4,6,902304040,0,0,0,117500,0,1,8,1008.0,4,0,1880,1950,2007,2,12,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
866,430,0,3,3,1,0.0,0.0,3,569.0,276.0,0.0,3,1,1,1,1,5,175,3,3,7,10,0,0,0,1,8,576.0,2.0,3,1,3,1980.0,1296,0,3,1976,1,3,3,6000,50.0,4,0,50,0.0,0,7,0,6,6,902106070,2,0,0,127500,0,1,6,845.0,4,0,1927,1950,2007,2,17,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2497,0,0,2,3,3,1.0,0.0,4,0.0,1632.0,829.0,5,3,1,1,1,5,0,3,4,12,13,0,4,2,2,8,676.0,2.0,3,2,3,1981.0,2497,0,4,1861,1,4,3,17778,94.0,3,0,20,0.0,0,3,0,5,8,533350020,2,0,0,373000,0,1,7,2461.0,4,266,1981,1981,2007,2,25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
546,546,0,3,3,1,0.0,0.0,3,188.0,358.0,0.0,6,1,1,1,1,5,0,4,3,14,16,0,0,0,2,8,0.0,0.0,0,0,0,NA,1092,1,5,1600,1,3,3,1477,21.0,4,0,160,0.0,0,3,0,9,6,923228080,2,0,0,98000,0,1,6,546.0,4,187,1970,2007,2008,2,30,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
896,756,0,3,3,1,1.0,0.0,4,80.0,343.0,0.0,6,1,1,1,1,5,0,3,3,13,14,0,0,0,2,8,473.0,2.0,3,2,3,1994.0,1652,1,5,298,1,4,3,19645,85.0,3,0,80,44.0,0,6,0,6,7,909452114,2,0,0,203135,0,1,6,423.0,4,0,1994,2007,2010,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
