1st flr sf,2nd flr sf,3ssn porch,alley,bedroom abvgr,bldg type,bsmt cond,bsmt exposure,bsmt full bath,bsmt half bath,bsmt qual,bsmt unf sf,bsmtfin sf 1,bsmtfin sf 2,bsmtfin type 1,bsmtfin type 2,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fence,fireplace qu,fireplaces,foundation,full bath,functional,garage area,garage cars,garage cond,garage finish,garage qual,garage type,garage yr blt,gr liv area,half bath,heating,heating qc,house style,id,kitchen abvgr,kitchen qual,land contour,land slope,lot area,lot config,lot frontage,lot shape,low qual fin sf,ms subclass,ms zoning,mas vnr area,mas vnr type,misc feature,misc val,mo sold,neighborhood,open porch sf,overall cond,overall qual,pid,paved drive,pool area,pool qc,roof matl,roof style,sale type,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,yr sold
1440,0,0,NA,4,Duplex,3,4,2.0,0.0,4,0.0,1440.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,0,0,0,PConc,2,Typ,0.0,0.0,0,0,0,0,0.0,1440,0,GasA,TA,1Story,2083,2,TA,Lvl,Gtl,7711,Inside,42.0,IR1,0,90,RL,0.0,0,0,0,8,Edwards,0,3,4,905476160,N,0,0,CompShg,Gable,Oth,150000,0,Pave,8,1440.0,AllPub,321,1977,1977,2007
853,900,0,NA,3,1Fam,3,1,1.0,0.0,4,215.0,638.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,2,1,PConc,2,Typ,534.0,2.0,3,2,3,5,1998.0,1753,1,GasA,Ex,2Story,2130,1,TA,Lvl,Gtl,12352,CulDSac,43.0,IR2,0,60,RL,290.0,3,0,0,3,CollgCr,74,5,7,907187060,Y,0,0,CompShg,Gable,WD ,217000,0,Pave,7,853.0,AllPub,0,1998,1999,2007
1116,848,0,NA,3,1Fam,4,1,0.0,0.0,4,1100.0,0.0,0.0,1,1,Y,RRAn,Norm,5,0,TA,Gd,CemntBd,CmentBd,0,4,1,PConc,2,Typ,760.0,2.0,3,3,3,3,2005.0,1964,1,GasA,Ex,2Story,2455,1,Gd,Lvl,Gtl,12447,Inside,75.0,IR1,0,60,RL,192.0,1,0,0,1,Somerst,70,5,8,528429060,Y,0,0,CompShg,Gable,New,252000,0,Pave,8,1100.0,AllPub,200,2005,2006,2006
1141,0,0,NA,3,1Fam,4,1,1.0,0.0,4,1087.0,54.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,1,Typ,484.0,2.0,3,2,3,1,2006.0,1141,1,GasA,Ex,1Story,535,1,Gd,Lvl,Gtl,7500,Inside,63.0,Reg,0,20,RL,0.0,0,0,0,6,SawyerW,0,5,7,531363030,Y,0,0,CompShg,Gable,WD ,152000,0,Pave,6,1141.0,AllPub,182,2006,2006,2009
854,0,0,NA,2,1Fam,3,1,0.0,0.0,3,832.0,0.0,0.0,1,1,Y,Norm,Norm,4,0,TA,TA,Wd Sdng,Wd Sdng,4,0,0,BrkTil,1,Typ,576.0,2.0,3,1,3,1,1991.0,854,0,GasA,Ex,1.5Unf,2019,1,TA,Lvl,Gtl,6120,Corner,51.0,Reg,0,45,RM,0.0,0,0,0,7,BrkSide,112,8,7,903233140,Y,0,0,CompShg,Gable,WD ,132000,0,Pave,5,832.0,AllPub,48,1929,2001,2007
885,297,0,NA,3,1Fam,3,1,0.0,0.0,2,460.0,310.0,0.0,3,1,Y,Norm,Norm,5,0,TA,TA,VinylSd,VinylSd,2,0,0,CBlock,1,Typ,378.0,1.0,3,1,2,1,1945.0,1182,1,GasA,TA,1.5Fin,2655,1,TA,Lvl,Gtl,9576,Inside,56.0,Reg,0,50,RM,0.0,0,0,0,5,OldTown,0,7,6,902206090,Y,0,0,CompShg,Gable,WD ,120000,0,Pave,5,770.0,AllPub,0,1945,1950,2006
1625,466,0,NA,3,1Fam,4,3,1.0,0.0,5,316.0,1290.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Ex,MetalSd,MetalSd,0,4,1,PConc,2,Typ,521.0,2.0,3,2,3,5,2005.0,2091,1,GasA,Ex,2Story,2391,1,Ex,Lvl,Gtl,9942,Inside,82.0,IR1,0,60,RL,385.0,3,0,0,5,NridgHt,84,5,9,528120140,Y,0,0,CompShg,Gable,New,338500,0,Pave,8,1606.0,AllPub,194,2005,2006,2006
985,0,0,NA,2,1Fam,3,1,0.0,1.0,3,576.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,0,0,0,BrkTil,1,Typ,676.0,2.0,3,1,3,1,1989.0,985,0,GasA,Gd,1Story,154,1,TA,Lvl,Gtl,7898,Corner,65.0,Reg,0,30,RL,0.0,0,0,0,4,NAmes,0,7,4,535325400,N,0,0,CompShg,Gable,WD ,105000,0,Pave,4,576.0,AllPub,0,1920,1994,2010
729,717,0,NA,3,1Fam,3,4,0.0,1.0,4,125.0,604.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,3,1,PConc,2,Typ,406.0,2.0,3,1,3,5,1996.0,1446,1,GasA,Ex,2Story,999,1,TA,HLS,Gtl,21872,FR2,57.0,IR2,0,60,RL,0.0,0,0,0,8,Gilbert,22,5,7,527107210,Y,0,0,CompShg,Gable,WD ,175000,0,Pave,6,729.0,AllPub,264,1996,1997,2008
1156,866,0,NA,4,1Fam,3,1,0.0,0.0,4,768.0,392.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,Plywood,Plywood,0,3,1,CBlock,2,Typ,505.0,2.0,3,3,3,5,1977.0,2022,1,GasA,Ex,2Story,1400,1,TA,Lvl,Gtl,10005,Inside,83.0,Reg,0,60,RL,299.0,3,0,0,3,ClearCr,117,5,7,905352030,Y,0,0,CompShg,Hip,WD ,192000,0,Pave,8,1160.0,AllPub,288,1977,1977,2008
847,1101,0,NA,4,1Fam,3,1,0.0,0.0,4,847.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,434.0,2.0,3,3,3,3,2004.0,1948,1,GasA,Ex,2Story,2807,1,Gd,Lvl,Gtl,12393,FR2,41.0,IR2,0,60,RL,0.0,0,0,0,9,CollgCr,48,5,7,907401080,Y,0,0,CompShg,Gable,WD ,195000,0,Pave,8,847.0,AllPub,100,2004,2005,2006
786,804,0,NA,3,1Fam,3,1,0.0,0.0,4,768.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,676.0,2.0,3,2,3,5,2008.0,1590,1,GasA,Ex,2Story,516,1,Gd,Lvl,Gtl,9000,Inside,75.0,Reg,0,60,FV,0.0,0,0,0,6,Somerst,30,5,8,528456220,Y,0,0,CompShg,Gable,WD ,210000,0,Pave,6,768.0,AllPub,0,2008,2008,2009
847,1101,0,NA,4,1Fam,3,1,0.0,0.0,4,847.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,434.0,2.0,3,3,3,3,2003.0,1948,1,GasA,Ex,2Story,1753,1,Gd,Lvl,Gtl,7875,Inside,63.0,Reg,0,60,RL,16.0,3,0,0,7,Gilbert,48,5,7,528250070,Y,0,0,CompShg,Gable,WD ,211000,0,Pave,8,847.0,AllPub,0,2003,2003,2007
757,567,0,NA,3,1Fam,3,1,0.0,0.0,3,0.0,672.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,0,0,0,BrkTil,1,Typ,240.0,1.0,3,1,3,1,1936.0,1324,0,GasA,TA,1.5Fin,734,1,TA,Lvl,Gtl,6000,Inside,50.0,Reg,0,50,RM,0.0,0,0,0,7,BrkSide,0,6,4,903226130,Y,0,0,CompShg,Gable,WD ,128000,0,Pave,6,672.0,AllPub,0,1936,1950,2009
1425,0,407,NA,3,1Fam,3,1,0.0,0.0,3,935.0,490.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,Plywood,0,4,1,CBlock,2,Typ,576.0,2.0,3,2,3,5,1964.0,1425,0,GasA,Gd,1Story,1209,1,TA,Lvl,Gtl,10175,Inside,100.0,IR1,0,20,RL,272.0,3,0,0,7,NAmes,0,5,6,534400060,Y,0,0,CompShg,Gable,WD ,180500,0,Pave,7,1425.0,AllPub,0,1964,1964,2008
1422,915,0,Grvl,5,2fmCon,3,1,0.0,0.0,3,662.0,0.0,0.0,1,1,N,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,0,0,0,BrkTil,2,Min2,560.0,2.0,3,1,3,1,1945.0,2337,0,GasA,TA,2Story,1994,2,TA,Lvl,Gtl,13600,Inside,85.0,Reg,0,190,RM,0.0,0,0,0,9,OldTown,57,5,5,902302150,Y,0,0,CompShg,Gable,WD ,90000,0,Pave,10,662.0,AllPub,0,1900,1950,2007
908,0,0,NA,2,1Fam,3,1,0.0,0.0,3,433.0,130.0,259.0,2,3,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,HdBoard,3,0,0,PConc,1,Typ,512.0,2.0,3,1,3,5,1975.0,908,0,GasA,TA,1.5Unf,1901,1,TA,Lvl,Gtl,12172,Inside,85.0,Reg,0,45,RL,0.0,0,0,0,10,NAmes,24,7,5,534431020,Y,0,0,CompShg,Gable,WD ,138500,192,Pave,4,822.0,AllPub,284,1940,1996,2007
738,754,0,NA,3,1Fam,3,1,0.0,0.0,4,738.0,0.0,0.0,1,1,Y,RRAn,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,440.0,2.0,3,3,3,5,2006.0,1492,1,GasA,Ex,2Story,2413,1,Gd,Lvl,Gtl,10237,Inside,65.0,Reg,0,60,RL,0.0,0,0,0,9,Gilbert,32,5,7,528218080,Y,0,0,CompShg,Gable,New,169985,0,Pave,8,738.0,AllPub,0,2006,2006,2006
1150,0,0,NA,3,1Fam,3,1,0.0,0.0,3,369.0,781.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,BrkFace,BrkFace,0,0,0,CBlock,1,Typ,288.0,1.0,3,2,3,5,1961.0,1150,0,GasA,TA,1Story,2630,1,TA,Lvl,Gtl,7000,Inside,70.0,Reg,0,20,RL,0.0,0,0,0,7,NAmes,0,4,5,535457070,Y,0,0,CompShg,Hip,WD ,146000,162,Pave,6,1150.0,AllPub,0,1961,1961,2006
1080,1017,0,NA,3,1Fam,3,1,0.0,1.0,4,499.0,50.0,531.0,4,6,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,3,1,PConc,2,Typ,678.0,3.0,3,1,3,5,1993.0,2097,1,GasA,Ex,2Story,1428,1,Gd,Lvl,Gtl,11228,CulDSac,59.0,IR2,0,60,RL,0.0,0,0,0,12,SawyerW,187,5,7,906420130,Y,0,0,CompShg,Gable,WD ,228000,0,Pave,9,1080.0,AllPub,196,1993,1993,2008
1256,0,0,NA,3,1Fam,3,1,1.0,0.0,3,292.0,476.0,488.0,4,3,Y,Norm,Norm,4,0,TA,TA,BrkFace,Wd Sdng,0,0,0,PConc,1,Typ,311.0,1.0,3,2,3,5,1959.0,1256,1,GasA,Gd,1Story,1271,1,Gd,Lvl,Gtl,8000,Inside,80.0,Reg,0,20,RL,0.0,0,0,0,5,NAmes,240,6,5,535453020,Y,0,0,CompShg,Gable,WD ,159000,0,Pave,6,1256.0,AllPub,0,1959,1959,2008
1095,844,0,NA,3,1Fam,3,2,0.0,0.0,4,1095.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,1053.0,3.0,3,2,3,5,2006.0,1939,1,GasA,Gd,2Story,2464,1,Gd,Lvl,Gtl,10728,Inside,84.0,Reg,0,60,FV,0.0,0,0,0,8,Somerst,51,5,8,528480070,Y,0,0,CompShg,Gable,New,266000,0,Pave,8,1095.0,AllPub,192,2006,2006,2006
816,750,0,NA,5,1Fam,3,1,0.0,0.0,3,816.0,0.0,0.0,1,1,Y,Norm,Norm,5,296,Gd,TA,MetalSd,MetalSd,3,0,0,PConc,1,Typ,450.0,2.0,3,1,3,1,1976.0,1566,1,GasA,Ex,1.5Fin,2653,1,Gd,Lvl,Gtl,6000,Inside,50.0,Reg,0,50,RM,145.0,3,0,0,8,OldTown,0,7,5,902204120,Y,0,0,CompShg,Gable,WD ,139000,0,Pave,7,816.0,AllPub,24,1924,1950,2006
784,0,0,NA,2,2fmCon,3,3,1.0,0.0,3,0.0,784.0,0.0,5,1,N,Norm,Norm,2,0,TA,TA,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,Typ,0.0,0.0,0,0,0,0,0.0,784,0,GasA,TA,1Story,1505,1,TA,Lvl,Gtl,6931,Inside,56.0,Reg,0,190,RL,0.0,0,0,0,5,Edwards,0,5,4,908225170,Y,0,0,CompShg,Hip,WD ,91900,0,Pave,4,784.0,AllPub,112,1955,1955,2008
1500,0,0,NA,3,1Fam,3,1,0.0,0.0,4,1453.0,36.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,674.0,2.0,3,2,3,5,2005.0,1500,0,GasA,Ex,1Story,2110,1,Gd,Lvl,Gtl,8760,Inside,73.0,Reg,0,20,RL,132.0,3,0,0,6,CollgCr,38,5,8,906382060,Y,0,0,CompShg,Gable,WD ,212999,0,Pave,7,1489.0,AllPub,144,2006,2006,2007
1850,0,0,NA,3,1Fam,3,4,1.0,0.0,5,572.0,1261.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,772.0,3.0,3,3,3,5,2004.0,1850,0,GasA,Ex,1Story,2386,1,Gd,Lvl,Gtl,16033,FR2,98.0,IR1,0,20,RL,378.0,3,0,0,3,NridgHt,112,5,9,528116030,Y,0,0,CompShg,Hip,WD ,326000,0,Pave,8,1833.0,AllPub,519,2004,2005,2006
813,702,0,NA,3,1Fam,3,1,0.0,0.0,4,789.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,393.0,2.0,3,3,3,5,2004.0,1515,1,GasA,Ex,2Story,1086,1,Gd,Lvl,Gtl,9024,Inside,80.0,IR1,0,60,RL,0.0,0,0,0,7,Gilbert,75,5,6,528235020,Y,0,0,CompShg,Gable,WD ,179000,0,Pave,8,789.0,AllPub,0,2004,2004,2008
1537,0,0,NA,3,1Fam,3,4,1.0,0.0,5,482.0,1036.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,788.0,3.0,3,3,3,5,2007.0,1537,0,GasA,Ex,1Story,1574,1,Gd,HLS,Gtl,11563,Inside,74.0,IR1,0,20,RL,258.0,1,0,0,4,Timber,26,5,8,916380060,Y,0,0,CompShg,Hip,WD ,294000,0,Pave,8,1518.0,AllPub,0,2006,2007,2008
483,504,0,NA,2,Twnhs,3,1,1.0,0.0,3,79.0,110.0,294.0,3,2,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,0,0,CBlock,1,Typ,288.0,1.0,3,1,3,1,1972.0,987,1,GasA,TA,2Story,406,1,TA,Lvl,Gtl,1680,Inside,21.0,Reg,0,160,RM,425.0,3,0,0,7,BrDale,0,6,6,527451540,Y,0,0,CompShg,Gable,WD ,97000,0,Pave,5,483.0,AllPub,0,1972,1972,2009
1391,571,0,NA,3,1Fam,4,2,0.0,0.0,4,927.0,464.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,868.0,3.0,3,2,3,5,2006.0,1962,1,GasA,Ex,2Story,2757,1,Gd,Lvl,Gtl,8760,Inside,73.0,Reg,0,60,RL,0.0,0,0,0,8,CollgCr,90,5,7,906382050,Y,0,0,CompShg,Gable,New,239799,0,Pave,7,1391.0,AllPub,0,2006,2006,2006
1433,0,0,NA,3,1Fam,3,2,1.0,0.0,3,336.0,915.0,0.0,4,1,Y,Norm,Norm,5,205,TA,TA,WdShing,Wd Shng,0,4,1,CBlock,1,Min1,441.0,2.0,3,1,3,5,1961.0,1433,0,GasA,TA,1Story,2559,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,0.0,0,0,0,6,NAmes,0,6,5,534455080,Y,0,0,CompShg,Gable,WD ,161000,0,Pave,7,1251.0,AllPub,144,1961,1990,2006
848,0,0,NA,1,TwnhsE,3,3,1.0,0.0,4,162.0,686.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,1,Typ,420.0,2.0,3,3,3,5,2003.0,848,0,GasA,Ex,1Story,1469,1,Gd,Lvl,Gtl,4435,Inside,37.0,Reg,0,120,RM,170.0,3,0,0,3,CollgCr,0,5,6,907290150,Y,0,0,CompShg,Gable,WD ,136500,0,Pave,3,848.0,AllPub,140,2003,2003,2008
483,504,0,NA,2,Twnhs,3,1,0.0,0.0,3,321.0,162.0,0.0,5,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,0,0,CBlock,1,Typ,264.0,1.0,3,1,3,1,1972.0,987,1,GasA,Gd,2Story,407,1,Gd,Lvl,Gtl,1680,Inside,21.0,Reg,0,160,RM,510.0,3,0,0,5,BrDale,0,8,6,527451640,Y,0,0,CompShg,Gable,WD ,118000,0,Pave,5,483.0,AllPub,250,1972,2007,2009
845,0,0,NA,2,1Fam,3,1,1.0,0.0,3,280.0,565.0,0.0,5,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,Plywood,0,0,0,CBlock,1,Typ,360.0,2.0,3,1,3,1,1987.0,845,0,GasA,TA,1Story,2300,1,TA,Lvl,Gtl,7599,Corner,69.0,Reg,0,20,RL,0.0,0,0,0,6,Mitchel,0,6,4,923252080,Y,0,0,CompShg,Gable,WD ,129500,0,Pave,4,845.0,AllPub,0,1982,2006,2007
952,596,0,NA,3,1Fam,3,1,0.0,0.0,3,952.0,0.0,0.0,1,1,N,Norm,Norm,5,0,Gd,Gd,Wd Sdng,Wd Sdng,0,0,0,BrkTil,2,Typ,672.0,2.0,3,1,3,1,1978.0,1548,1,GasW,Gd,1.5Fin,731,1,Ex,Lvl,Gtl,7264,Inside,55.0,Reg,0,50,RL,0.0,0,0,0,10,BrkSide,0,7,7,903201080,Y,0,0,CompShg,Gable,WD ,205000,144,Pave,5,952.0,AllPub,74,1925,2007,2009
2515,0,0,NA,4,1Fam,3,1,1.0,0.0,3,816.0,1219.0,0.0,3,1,Y,Norm,Norm,5,200,TA,Gd,Wd Sdng,Stone,0,3,2,PConc,3,Maj1,484.0,2.0,3,2,3,5,1975.0,2515,0,GasA,TA,1Story,2230,2,TA,Lvl,Gtl,32668,CulDSac,55.22857142857143,IR1,0,20,RL,0.0,0,0,0,3,Crawfor,0,3,6,909475070,Y,0,0,CompShg,Hip,WD ,200624,0,Pave,9,2035.0,AllPub,0,1957,1975,2007
1694,0,0,NA,3,1Fam,3,2,0.0,0.0,5,1694.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,CemntBd,CmentBd,0,4,1,PConc,2,Typ,856.0,3.0,3,2,3,5,2006.0,1694,0,GasA,Ex,1Story,1688,1,Gd,Lvl,Gtl,11825,Inside,91.0,Reg,0,20,RL,302.0,1,0,0,6,NridgHt,112,5,8,528102120,Y,0,0,CompShg,Gable,New,322400,0,Pave,7,1694.0,AllPub,0,2006,2007,2007
1602,0,0,NA,3,1Fam,3,3,1.0,0.0,4,100.0,1478.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,810.0,3.0,3,2,3,5,2007.0,1602,0,GasA,Ex,1Story,880,1,Gd,Lvl,Gtl,10200,Inside,85.0,Reg,0,20,RL,180.0,3,0,0,1,CollgCr,48,5,8,907410130,Y,0,0,CompShg,Gable,WD ,293200,195,Pave,7,1578.0,AllPub,0,2007,2007,2009
1684,0,0,NA,2,TwnhsE,3,1,0.0,0.0,5,1656.0,28.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Ex,MetalSd,MetalSd,0,5,1,PConc,2,Typ,564.0,2.0,3,2,3,5,2005.0,1684,0,GasA,Ex,1Story,1074,1,Ex,Lvl,Gtl,8849,Inside,63.0,IR1,0,120,RL,616.0,3,0,0,7,NridgHt,72,5,9,528186080,Y,0,0,CompShg,Hip,WD ,266000,0,Pave,6,1684.0,AllPub,495,2005,2005,2008
918,765,0,NA,3,1Fam,3,1,0.0,0.0,3,192.0,226.0,500.0,2,3,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,3,1,CBlock,2,Typ,440.0,2.0,3,2,3,5,1978.0,1683,1,GasA,Gd,2Story,771,1,TA,Lvl,Gtl,11184,Inside,70.0,Reg,0,60,RL,92.0,3,0,0,7,Sawyer,0,5,6,905103040,Y,0,0,CompShg,Hip,WD ,172500,0,Pave,7,918.0,AllPub,243,1978,1978,2009
1188,561,0,NA,2,1Fam,3,1,0.0,0.0,3,0.0,1088.0,0.0,2,1,Y,Norm,Norm,5,244,TA,TA,VinylSd,VinylSd,1,0,0,BrkTil,1,Typ,456.0,2.0,3,1,3,1,1963.0,1869,0,GasA,TA,1.5Fin,724,1,TA,Lvl,Gtl,8820,Corner,98.0,Reg,120,50,RM,0.0,0,0,0,9,OldTown,0,6,5,902405100,Y,0,0,CompShg,Hip,WD ,124900,0,Pave,7,1088.0,AllPub,48,1890,1996,2009
1432,0,0,NA,3,1Fam,3,1,0.0,0.0,3,1022.0,0.0,0.0,1,1,N,Norm,Norm,4,0,TA,TA,MetalSd,MetalSd,2,4,1,BrkTil,1,Typ,216.0,1.0,3,1,2,3,1923.0,1432,0,GasA,TA,1Story,730,1,Gd,Lvl,Gtl,6615,Inside,66.95277989337396,Reg,0,30,RL,0.0,0,0,0,9,BrkSide,61,6,6,903201020,Y,0,0,CompShg,Gable,WD ,149000,0,Pave,6,1022.0,AllPub,266,1923,1950,2009
1414,0,0,NA,3,1Fam,3,3,0.0,0.0,4,1390.0,24.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,494.0,2.0,3,2,3,5,2004.0,1414,0,GasA,Ex,1Story,273,1,Gd,Lvl,Gtl,8773,FR2,65.0,Reg,0,20,RL,98.0,3,0,0,5,CollgCr,105,5,7,907414030,Y,0,0,CompShg,Gable,WD ,185500,0,Pave,6,1414.0,AllPub,132,2004,2004,2010
1358,0,0,NA,1,1Fam,3,1,1.0,0.0,4,476.0,872.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,Stucco,Stucco,0,3,1,PConc,1,Typ,418.0,2.0,3,1,3,5,2002.0,1358,1,GasA,Ex,1Story,2793,1,Gd,Lvl,Gtl,11088,Corner,83.24555160142349,Reg,0,20,RL,0.0,0,0,0,6,CollgCr,166,5,8,907255010,Y,0,0,CompShg,Hip,WD ,220000,0,Pave,5,1348.0,AllPub,68,2002,2002,2006
1496,0,0,NA,3,1Fam,3,3,0.0,0.0,4,1496.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,CemntBd,CmentBd,0,0,0,PConc,2,Typ,474.0,2.0,3,3,3,5,2007.0,1496,0,GasA,Ex,1Story,1789,1,Gd,Lvl,Gtl,9158,Inside,76.0,Reg,0,20,RL,140.0,1,0,0,6,Somerst,130,5,8,528439050,Y,0,0,CompShg,Gable,New,225000,0,Pave,7,1496.0,AllPub,168,2007,2007,2007
932,0,0,NA,2,1Fam,3,1,0.0,0.0,3,932.0,0.0,0.0,1,1,Y,Norm,Norm,4,214,TA,TA,BrkFace,BrkFace,4,4,1,CBlock,1,Typ,306.0,1.0,3,1,3,5,1950.0,932,0,GasA,Ex,1Story,1900,1,Gd,Lvl,Gtl,8280,Inside,57.0,IR1,0,20,RL,0.0,0,0,0,11,NAmes,0,5,6,534430090,Y,0,0,CompShg,Gable,WD ,124000,0,Pave,4,932.0,AllPub,0,1950,1950,2007
1040,0,0,NA,2,Duplex,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,N,Norm,Norm,4,0,TA,TA,BrkFace,BrkFace,0,0,0,Slab,2,Typ,400.0,2.0,3,1,3,1,1987.0,1040,0,Wall,Fa,1Story,677,2,TA,Lvl,Gtl,8544,Corner,60.0,Reg,0,90,RL,0.0,0,0,0,6,NAmes,0,4,3,535450160,Y,0,0,CompShg,Gable,WD ,92900,0,Pave,6,0.0,AllPub,0,1950,1950,2009
1072,0,0,NA,2,1Fam,3,1,1.0,0.0,3,938.0,134.0,0.0,2,1,Y,Norm,Norm,5,105,Fa,TA,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,Typ,1184.0,5.0,3,1,2,1,1982.0,1072,0,GasA,TA,1Story,747,1,TA,Lvl,Gtl,8635,Inside,50.0,Reg,0,30,RM,0.0,0,0,0,8,BrkSide,0,5,5,903236040,P,0,0,CompShg,Hip,WD ,126500,0,Pave,5,1072.0,AllPub,0,1925,1950,2009
864,0,0,NA,3,1Fam,3,1,0.0,0.0,3,264.0,600.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,1,0,0,CBlock,1,Typ,576.0,2.0,3,1,3,1,1980.0,864,0,GasA,TA,1Story,1038,1,TA,Lvl,Gtl,12735,FR2,60.83673469387755,IR1,0,20,RL,0.0,0,0,0,4,NAmes,0,5,4,527425035,Y,0,0,CompShg,Hip,COD,111250,0,Pave,5,864.0,AllPub,216,1972,1972,2008
997,1288,0,NA,4,1Fam,3,1,0.0,0.0,4,969.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,3,1,PConc,2,Typ,648.0,3.0,3,3,3,3,2000.0,2285,1,GasA,Ex,2Story,1763,1,Gd,Lvl,Gtl,11000,FR2,60.83673469387755,Reg,0,60,RL,72.0,3,0,0,6,NoRidge,56,5,8,528326060,Y,0,0,CompShg,Gable,WD ,248000,0,Pave,8,969.0,AllPub,0,2000,2000,2007
1117,0,0,NA,3,1Fam,3,1,0.0,0.0,3,1117.0,0.0,0.0,1,1,Y,PosN,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,Typ,264.0,1.0,3,1,3,5,1963.0,1117,0,GasA,Ex,1Story,1283,1,TA,Lvl,Gtl,7590,Inside,69.0,Reg,0,20,RL,0.0,0,0,0,5,NAmes,0,5,5,535477090,Y,0,0,CompShg,Gable,COD,136870,0,Pave,6,1117.0,AllPub,0,1963,1963,2008
848,0,0,NA,1,TwnhsE,3,3,1.0,0.0,4,131.0,717.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,1,Typ,420.0,2.0,3,3,3,5,2003.0,848,0,GasA,Ex,1Story,2803,1,Gd,Lvl,Gtl,4435,Inside,37.0,Reg,0,120,RM,170.0,3,0,0,4,CollgCr,0,5,6,907290160,Y,0,0,CompShg,Gable,WD ,133000,0,Pave,4,848.0,AllPub,140,2003,2003,2006
1048,0,0,NA,3,1Fam,3,1,1.0,0.0,3,462.0,586.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,286.0,1.0,3,1,3,5,1956.0,1048,0,GasA,TA,1Story,1927,1,TA,Lvl,Gtl,10152,Inside,72.0,Reg,0,20,RL,120.0,3,0,0,6,NAmes,20,5,5,535180030,Y,0,0,CompShg,Hip,WD ,135000,192,Pave,6,1048.0,AllPub,0,1956,1956,2007
